Issue.year,Issue.age,Sex,Smoker.Status,Channel
2018,35,M,NS,Agent
2018,35,M,NS,Online
2019,35,M,NS,Telemarketer
2019,35,M,NS,Agent
2019,35,M,NS,Online
2020,35,M,NS,Telemarketer
2020,35,M,NS,Agent
2020,35,M,NS,Online
2021,35,M,NS,Telemarketer
2021,35,M,NS,Agent
2021,35,M,NS,Online
2022,35,M,NS,Telemarketer
2022,35,M,NS,Agent
2022,35,M,NS,Online
2023,35,M,NS,Telemarketer
2023,35,M,NS,Agent
2023,35,M,NS,Online
2001,35,M,S,Telemarketer
2001,35,M,S,Agent
2001,35,M,S,Online
2002,35,M,S,Telemarketer
2002,35,M,S,Agent
2002,35,M,S,Online
2003,35,M,S,Telemarketer
2003,35,M,S,Agent
2003,35,M,S,Online
2004,35,M,S,Telemarketer
2004,35,M,S,Agent
2004,35,M,S,Online
2005,35,M,S,Telemarketer
2005,35,M,S,Agent
2005,35,M,S,Online
2006,35,M,S,Telemarketer
2006,35,M,S,Agent
2006,35,M,S,Online
2007,35,M,S,Telemarketer
2007,35,M,S,Agent
2007,35,M,S,Online
2008,35,M,S,Telemarketer
2008,35,M,S,Agent
2008,35,M,S,Online
2009,35,M,S,Telemarketer
2009,35,M,S,Agent
2009,35,M,S,Online
2010,35,M,S,Telemarketer
2010,35,M,S,Agent
2010,35,M,S,Online
2011,35,M,S,Telemarketer
2011,35,M,S,Agent
2011,35,M,S,Online
2012,35,M,S,Telemarketer
2012,35,M,S,Agent
2012,35,M,S,Online
2013,35,M,S,Telemarketer
2013,35,M,S,Agent
2013,35,M,S,Online
2014,35,M,S,Telemarketer
2014,35,M,S,Agent
2014,35,M,S,Online
2015,35,M,S,Telemarketer
2015,35,M,S,Agent
2015,35,M,S,Online
2016,35,M,S,Telemarketer
2016,35,M,S,Agent
2016,35,M,S,Online
2017,35,M,S,Telemarketer
2017,35,M,S,Agent
2017,35,M,S,Online
2018,35,M,S,Telemarketer
2018,35,M,S,Agent
2018,35,M,S,Online
2019,35,M,S,Telemarketer
2019,35,M,S,Agent
2019,35,M,S,Online
2020,35,M,S,Telemarketer
2020,35,M,S,Agent
2020,35,M,S,Online
2021,35,M,S,Telemarketer
2021,35,M,S,Agent
2021,35,M,S,Online
2022,35,M,S,Telemarketer
2022,35,M,S,Agent
2022,35,M,S,Online
2023,35,M,S,Telemarketer
2023,35,M,S,Agent
2023,35,M,S,Online
2001,35,F,NS,Telemarketer
2001,35,F,NS,Agent
2001,35,F,NS,Online
2002,35,F,NS,Telemarketer
2002,35,F,NS,Agent
2002,35,F,NS,Online
2003,35,F,NS,Telemarketer
2003,35,F,NS,Agent
2003,35,F,NS,Online
2004,35,F,NS,Telemarketer
2004,35,F,NS,Agent
2004,35,F,NS,Online
2005,35,F,NS,Telemarketer
2005,35,F,NS,Agent
2005,35,F,NS,Online
2006,35,F,NS,Telemarketer
2006,35,F,NS,Agent
2006,35,F,NS,Online
2007,35,F,NS,Telemarketer
2007,35,F,NS,Agent
2007,35,F,NS,Online
2008,35,F,NS,Telemarketer
2008,35,F,NS,Agent
2008,35,F,NS,Online
2009,35,F,NS,Telemarketer
2009,35,F,NS,Agent
2009,35,F,NS,Online
2010,35,F,NS,Telemarketer
2010,35,F,NS,Agent
2010,35,F,NS,Online
2011,35,F,NS,Telemarketer
2011,35,F,NS,Agent
2011,35,F,NS,Online
2012,35,F,NS,Telemarketer
2012,35,F,NS,Agent
2012,35,F,NS,Online
2013,35,F,NS,Telemarketer
2013,35,F,NS,Agent
2013,35,F,NS,Online
2014,35,F,NS,Telemarketer
2014,35,F,NS,Agent
2014,35,F,NS,Online
2015,35,F,NS,Telemarketer
2015,35,F,NS,Agent
2015,35,F,NS,Online
2016,35,F,NS,Telemarketer
2016,35,F,NS,Agent
2016,35,F,NS,Online
2017,35,F,NS,Telemarketer
2017,35,F,NS,Agent
2017,35,F,NS,Online
2018,35,F,NS,Telemarketer
2018,35,F,NS,Agent
2018,35,F,NS,Online
2019,35,F,NS,Telemarketer
2019,35,F,NS,Agent
2019,35,F,NS,Online
2020,35,F,NS,Telemarketer
2020,35,F,NS,Agent
2020,35,F,NS,Online
2021,35,F,NS,Telemarketer
2021,35,F,NS,Agent
2021,35,F,NS,Online
2022,35,F,NS,Telemarketer
2022,35,F,NS,Agent
2022,35,F,NS,Online
2023,35,F,NS,Telemarketer
2023,35,F,NS,Agent
2023,35,F,NS,Online
2001,35,F,S,Telemarketer
2001,35,F,S,Agent
2001,35,F,S,Online
2002,35,F,S,Telemarketer
2002,35,F,S,Agent
2002,35,F,S,Online
2003,35,F,S,Telemarketer
2003,35,F,S,Agent
2003,35,F,S,Online
2004,35,F,S,Telemarketer
2004,35,F,S,Agent
2004,35,F,S,Online
2005,35,F,S,Telemarketer
2005,35,F,S,Agent
2005,35,F,S,Online
2006,35,F,S,Telemarketer
2006,35,F,S,Agent
2006,35,F,S,Online
2007,35,F,S,Telemarketer
2007,35,F,S,Agent
2007,35,F,S,Online
2008,35,F,S,Telemarketer
2008,35,F,S,Agent
2008,35,F,S,Online
2009,35,F,S,Telemarketer
2009,35,F,S,Agent
2009,35,F,S,Online
2010,35,F,S,Telemarketer
2010,35,F,S,Agent
2010,35,F,S,Online
2011,35,F,S,Telemarketer
2011,35,F,S,Agent
2011,35,F,S,Online
2012,35,F,S,Telemarketer
2012,35,F,S,Agent
2012,35,F,S,Online
2013,35,F,S,Telemarketer
2013,35,F,S,Agent
2013,35,F,S,Online
2014,35,F,S,Telemarketer
2014,35,F,S,Agent
2014,35,F,S,Online
2015,35,F,S,Telemarketer
2015,35,F,S,Agent
2015,35,F,S,Online
2016,35,F,S,Telemarketer
2016,35,F,S,Agent
2016,35,F,S,Online
2017,35,F,S,Telemarketer
2017,35,F,S,Agent
2017,35,F,S,Online
2018,35,F,S,Telemarketer
2018,35,F,S,Agent
2018,35,F,S,Online
2019,35,F,S,Telemarketer
2019,35,F,S,Agent
2019,35,F,S,Online
2020,35,F,S,Telemarketer
2020,35,F,S,Agent
2020,35,F,S,Online
2021,35,F,S,Telemarketer
2021,35,F,S,Agent
2021,35,F,S,Online
2022,35,F,S,Telemarketer
2022,35,F,S,Agent
2022,35,F,S,Online
2023,35,F,S,Telemarketer
2023,35,F,S,Agent
2023,35,F,S,Online
2001,36,M,NS,Telemarketer
2001,36,M,NS,Agent
2001,36,M,NS,Online
2002,36,M,NS,Telemarketer
2002,36,M,NS,Agent
2002,36,M,NS,Online
2003,36,M,NS,Telemarketer
2003,36,M,NS,Agent
2003,36,M,NS,Online
2004,36,M,NS,Telemarketer
2004,36,M,NS,Agent
2004,36,M,NS,Online
2005,36,M,NS,Telemarketer
2005,36,M,NS,Agent
2005,36,M,NS,Online
2006,36,M,NS,Telemarketer
2006,36,M,NS,Agent
2006,36,M,NS,Online
2007,36,M,NS,Telemarketer
2007,36,M,NS,Agent
2007,36,M,NS,Online
2008,36,M,NS,Telemarketer
2008,36,M,NS,Agent
2008,36,M,NS,Online
2009,36,M,NS,Telemarketer
2009,36,M,NS,Agent
2009,36,M,NS,Online
2010,36,M,NS,Telemarketer
2010,36,M,NS,Agent
2010,36,M,NS,Online
2011,36,M,NS,Telemarketer
2011,36,M,NS,Agent
2011,36,M,NS,Online
2012,36,M,NS,Telemarketer
2012,36,M,NS,Agent
2012,36,M,NS,Online
2013,36,M,NS,Telemarketer
2013,36,M,NS,Agent
2013,36,M,NS,Online
2014,36,M,NS,Telemarketer
2014,36,M,NS,Agent
2014,36,M,NS,Online
2015,36,M,NS,Telemarketer
2015,36,M,NS,Agent
2015,36,M,NS,Online
2016,36,M,NS,Telemarketer
2016,36,M,NS,Agent
2016,36,M,NS,Online
2017,36,M,NS,Telemarketer
2017,36,M,NS,Agent
2017,36,M,NS,Online
2018,36,M,NS,Telemarketer
2018,36,M,NS,Agent
2018,36,M,NS,Online
2019,36,M,NS,Telemarketer
2019,36,M,NS,Agent
2019,36,M,NS,Online
2020,36,M,NS,Telemarketer
2020,36,M,NS,Agent
2020,36,M,NS,Online
2021,36,M,NS,Telemarketer
2021,36,M,NS,Agent
2021,36,M,NS,Online
2022,36,M,NS,Telemarketer
2022,36,M,NS,Agent
2022,36,M,NS,Online
2023,36,M,NS,Telemarketer
2023,36,M,NS,Agent
2023,36,M,NS,Online
2001,36,M,S,Telemarketer
2001,36,M,S,Agent
2001,36,M,S,Online
2002,36,M,S,Telemarketer
2002,36,M,S,Agent
2002,36,M,S,Online
2003,36,M,S,Telemarketer
2003,36,M,S,Agent
2003,36,M,S,Online
2004,36,M,S,Telemarketer
2004,36,M,S,Agent
2004,36,M,S,Online
2005,36,M,S,Telemarketer
2005,36,M,S,Agent
2005,36,M,S,Online
2006,36,M,S,Telemarketer
2006,36,M,S,Agent
2006,36,M,S,Online
2007,36,M,S,Telemarketer
2007,36,M,S,Agent
2007,36,M,S,Online
2008,36,M,S,Telemarketer
2008,36,M,S,Agent
2008,36,M,S,Online
2009,36,M,S,Telemarketer
2009,36,M,S,Agent
2009,36,M,S,Online
2010,36,M,S,Telemarketer
2010,36,M,S,Agent
2010,36,M,S,Online
2011,36,M,S,Telemarketer
2011,36,M,S,Agent
2011,36,M,S,Online
2012,36,M,S,Telemarketer
2012,36,M,S,Agent
2012,36,M,S,Online
2013,36,M,S,Telemarketer
2013,36,M,S,Agent
2013,36,M,S,Online
2014,36,M,S,Telemarketer
2014,36,M,S,Agent
2014,36,M,S,Online
2015,36,M,S,Telemarketer
2015,36,M,S,Agent
2015,36,M,S,Online
2016,36,M,S,Telemarketer
2016,36,M,S,Agent
2016,36,M,S,Online
2017,36,M,S,Telemarketer
2017,36,M,S,Agent
2017,36,M,S,Online
2018,36,M,S,Telemarketer
2018,36,M,S,Agent
2018,36,M,S,Online
2019,36,M,S,Telemarketer
2019,36,M,S,Agent
2019,36,M,S,Online
2020,36,M,S,Telemarketer
2020,36,M,S,Agent
2020,36,M,S,Online
2021,36,M,S,Telemarketer
2021,36,M,S,Agent
2021,36,M,S,Online
2022,36,M,S,Telemarketer
2022,36,M,S,Agent
2022,36,M,S,Online
2023,36,M,S,Telemarketer
2023,36,M,S,Agent
2023,36,M,S,Online
2001,36,F,NS,Telemarketer
2001,36,F,NS,Agent
2001,36,F,NS,Online
2002,36,F,NS,Telemarketer
2002,36,F,NS,Agent
2002,36,F,NS,Online
2003,36,F,NS,Telemarketer
2003,36,F,NS,Agent
2003,36,F,NS,Online
2004,36,F,NS,Telemarketer
2004,36,F,NS,Agent
2004,36,F,NS,Online
2005,36,F,NS,Telemarketer
2005,36,F,NS,Agent
2005,36,F,NS,Online
2006,36,F,NS,Telemarketer
2006,36,F,NS,Agent
2006,36,F,NS,Online
2007,36,F,NS,Telemarketer
2007,36,F,NS,Agent
2007,36,F,NS,Online
2008,36,F,NS,Telemarketer
2008,36,F,NS,Agent
2008,36,F,NS,Online
2009,36,F,NS,Telemarketer
2009,36,F,NS,Agent
2009,36,F,NS,Online
2010,36,F,NS,Telemarketer
2010,36,F,NS,Agent
2010,36,F,NS,Online
2011,36,F,NS,Telemarketer
2011,36,F,NS,Agent
2011,36,F,NS,Online
2012,36,F,NS,Telemarketer
2012,36,F,NS,Agent
2012,36,F,NS,Online
2013,36,F,NS,Telemarketer
2013,36,F,NS,Agent
2013,36,F,NS,Online
2014,36,F,NS,Telemarketer
2014,36,F,NS,Agent
2014,36,F,NS,Online
2015,36,F,NS,Telemarketer
2015,36,F,NS,Agent
2015,36,F,NS,Online
2016,36,F,NS,Telemarketer
2016,36,F,NS,Agent
2016,36,F,NS,Online
2017,36,F,NS,Telemarketer
2017,36,F,NS,Agent
2017,36,F,NS,Online
2018,36,F,NS,Telemarketer
2018,36,F,NS,Agent
2018,36,F,NS,Online
2019,36,F,NS,Telemarketer
2019,36,F,NS,Agent
2019,36,F,NS,Online
2020,36,F,NS,Telemarketer
2020,36,F,NS,Agent
2020,36,F,NS,Online
2021,36,F,NS,Telemarketer
2021,36,F,NS,Agent
2021,36,F,NS,Online
2022,36,F,NS,Telemarketer
2022,36,F,NS,Agent
2022,36,F,NS,Online
2023,36,F,NS,Telemarketer
2023,36,F,NS,Agent
2023,36,F,NS,Online
2001,36,F,S,Telemarketer
2001,36,F,S,Agent
2001,36,F,S,Online
2002,36,F,S,Telemarketer
2002,36,F,S,Agent
2002,36,F,S,Online
2003,36,F,S,Telemarketer
2003,36,F,S,Agent
2003,36,F,S,Online
2004,36,F,S,Telemarketer
2004,36,F,S,Agent
2004,36,F,S,Online
2005,36,F,S,Telemarketer
2005,36,F,S,Agent
2005,36,F,S,Online
2006,36,F,S,Telemarketer
2006,36,F,S,Agent
2006,36,F,S,Online
2007,36,F,S,Telemarketer
2007,36,F,S,Agent
2007,36,F,S,Online
2008,36,F,S,Telemarketer
2008,36,F,S,Agent
2008,36,F,S,Online
2009,36,F,S,Telemarketer
2009,36,F,S,Agent
2009,36,F,S,Online
2010,36,F,S,Telemarketer
2010,36,F,S,Agent
2010,36,F,S,Online
2011,36,F,S,Telemarketer
2011,36,F,S,Agent
2011,36,F,S,Online
2012,36,F,S,Telemarketer
2012,36,F,S,Agent
2012,36,F,S,Online
2013,36,F,S,Telemarketer
2013,36,F,S,Agent
2013,36,F,S,Online
2014,36,F,S,Telemarketer
2014,36,F,S,Agent
2014,36,F,S,Online
2015,36,F,S,Telemarketer
2015,36,F,S,Agent
2015,36,F,S,Online
2016,36,F,S,Telemarketer
2016,36,F,S,Agent
2016,36,F,S,Online
2017,36,F,S,Telemarketer
2017,36,F,S,Agent
2017,36,F,S,Online
2018,36,F,S,Telemarketer
2018,36,F,S,Agent
2018,36,F,S,Online
2019,36,F,S,Telemarketer
2019,36,F,S,Agent
2019,36,F,S,Online
2020,36,F,S,Telemarketer
2020,36,F,S,Agent
2020,36,F,S,Online
2021,36,F,S,Telemarketer
2021,36,F,S,Agent
2021,36,F,S,Online
2022,36,F,S,Telemarketer
2022,36,F,S,Agent
2022,36,F,S,Online
2023,36,F,S,Telemarketer
2023,36,F,S,Agent
2023,36,F,S,Online
2001,37,M,NS,Telemarketer
2001,37,M,NS,Agent
2001,37,M,NS,Online
2002,37,M,NS,Telemarketer
2002,37,M,NS,Agent
2002,37,M,NS,Online
2003,37,M,NS,Telemarketer
2003,37,M,NS,Agent
2003,37,M,NS,Online
2004,37,M,NS,Telemarketer
2004,37,M,NS,Agent
2004,37,M,NS,Online
2005,37,M,NS,Telemarketer
2005,37,M,NS,Agent
2005,37,M,NS,Online
2006,37,M,NS,Telemarketer
2006,37,M,NS,Agent
2006,37,M,NS,Online
2007,37,M,NS,Telemarketer
2007,37,M,NS,Agent
2007,37,M,NS,Online
2008,37,M,NS,Telemarketer
2008,37,M,NS,Agent
2008,37,M,NS,Online
2009,37,M,NS,Telemarketer
2009,37,M,NS,Agent
2009,37,M,NS,Online
2010,37,M,NS,Telemarketer
2010,37,M,NS,Agent
2010,37,M,NS,Online
2011,37,M,NS,Telemarketer
2011,37,M,NS,Agent
2011,37,M,NS,Online
2012,37,M,NS,Telemarketer
2012,37,M,NS,Agent
2012,37,M,NS,Online
2013,37,M,NS,Telemarketer
2013,37,M,NS,Agent
2013,37,M,NS,Online
2014,37,M,NS,Telemarketer
2014,37,M,NS,Agent
2014,37,M,NS,Online
2015,37,M,NS,Telemarketer
2015,37,M,NS,Agent
2015,37,M,NS,Online
2016,37,M,NS,Telemarketer
2016,37,M,NS,Agent
2016,37,M,NS,Online
2017,37,M,NS,Telemarketer
2017,37,M,NS,Agent
2017,37,M,NS,Online
2018,37,M,NS,Telemarketer
2018,37,M,NS,Agent
2018,37,M,NS,Online
2019,37,M,NS,Telemarketer
2019,37,M,NS,Agent
2019,37,M,NS,Online
2020,37,M,NS,Telemarketer
2020,37,M,NS,Agent
2020,37,M,NS,Online
2021,37,M,NS,Telemarketer
2021,37,M,NS,Agent
2021,37,M,NS,Online
2022,37,M,NS,Telemarketer
2022,37,M,NS,Agent
2022,37,M,NS,Online
2023,37,M,NS,Telemarketer
2023,37,M,NS,Agent
2023,37,M,NS,Online
2001,37,M,S,Telemarketer
2001,37,M,S,Agent
2001,37,M,S,Online
2002,37,M,S,Telemarketer
2002,37,M,S,Agent
2002,37,M,S,Online
2003,37,M,S,Telemarketer
2003,37,M,S,Agent
2003,37,M,S,Online
2004,37,M,S,Telemarketer
2004,37,M,S,Agent
2004,37,M,S,Online
2005,37,M,S,Telemarketer
2005,37,M,S,Agent
2005,37,M,S,Online
2006,37,M,S,Telemarketer
2006,37,M,S,Agent
2006,37,M,S,Online
2007,37,M,S,Telemarketer
2007,37,M,S,Agent
2007,37,M,S,Online
2008,37,M,S,Telemarketer
2008,37,M,S,Agent
2008,37,M,S,Online
2009,37,M,S,Telemarketer
2009,37,M,S,Agent
2009,37,M,S,Online
2010,37,M,S,Telemarketer
2010,37,M,S,Agent
2010,37,M,S,Online
2011,37,M,S,Telemarketer
2011,37,M,S,Agent
2011,37,M,S,Online
2012,37,M,S,Telemarketer
2012,37,M,S,Agent
2012,37,M,S,Online
2013,37,M,S,Telemarketer
2013,37,M,S,Agent
2013,37,M,S,Online
2014,37,M,S,Telemarketer
2014,37,M,S,Agent
2014,37,M,S,Online
2015,37,M,S,Telemarketer
2015,37,M,S,Agent
2015,37,M,S,Online
2016,37,M,S,Telemarketer
2016,37,M,S,Agent
2016,37,M,S,Online
2017,37,M,S,Telemarketer
2017,37,M,S,Agent
2017,37,M,S,Online
2018,37,M,S,Telemarketer
2018,37,M,S,Agent
2018,37,M,S,Online
2019,37,M,S,Telemarketer
2019,37,M,S,Agent
2019,37,M,S,Online
2020,37,M,S,Telemarketer
2020,37,M,S,Agent
2020,37,M,S,Online
2021,37,M,S,Telemarketer
2021,37,M,S,Agent
2021,37,M,S,Online
2022,37,M,S,Telemarketer
2022,37,M,S,Agent
2022,37,M,S,Online
2023,37,M,S,Telemarketer
2023,37,M,S,Agent
2023,37,M,S,Online
2001,37,F,NS,Telemarketer
2001,37,F,NS,Agent
2001,37,F,NS,Online
2002,37,F,NS,Telemarketer
2002,37,F,NS,Agent
2002,37,F,NS,Online
2003,37,F,NS,Telemarketer
2003,37,F,NS,Agent
2003,37,F,NS,Online
2004,37,F,NS,Telemarketer
2004,37,F,NS,Agent
2004,37,F,NS,Online
2005,37,F,NS,Telemarketer
2005,37,F,NS,Agent
2005,37,F,NS,Online
2006,37,F,NS,Telemarketer
2006,37,F,NS,Agent
2006,37,F,NS,Online
2007,37,F,NS,Telemarketer
2007,37,F,NS,Agent
2007,37,F,NS,Online
2008,37,F,NS,Telemarketer
2008,37,F,NS,Agent
2008,37,F,NS,Online
2009,37,F,NS,Telemarketer
2009,37,F,NS,Agent
2009,37,F,NS,Online
2010,37,F,NS,Telemarketer
2010,37,F,NS,Agent
2010,37,F,NS,Online
2011,37,F,NS,Telemarketer
2011,37,F,NS,Agent
2011,37,F,NS,Online
2012,37,F,NS,Telemarketer
2012,37,F,NS,Agent
2012,37,F,NS,Online
2013,37,F,NS,Telemarketer
2013,37,F,NS,Agent
2013,37,F,NS,Online
2014,37,F,NS,Telemarketer
2014,37,F,NS,Agent
2014,37,F,NS,Online
2015,37,F,NS,Telemarketer
2015,37,F,NS,Agent
2015,37,F,NS,Online
2016,37,F,NS,Telemarketer
2016,37,F,NS,Agent
2016,37,F,NS,Online
2017,37,F,NS,Telemarketer
2017,37,F,NS,Agent
2017,37,F,NS,Online
2018,37,F,NS,Telemarketer
2018,37,F,NS,Agent
2018,37,F,NS,Online
2019,37,F,NS,Telemarketer
2019,37,F,NS,Agent
2019,37,F,NS,Online
2020,37,F,NS,Telemarketer
2020,37,F,NS,Agent
2020,37,F,NS,Online
2021,37,F,NS,Telemarketer
2021,37,F,NS,Agent
2021,37,F,NS,Online
2022,37,F,NS,Telemarketer
2022,37,F,NS,Agent
2022,37,F,NS,Online
2023,37,F,NS,Telemarketer
2023,37,F,NS,Agent
2023,37,F,NS,Online
2001,37,F,S,Telemarketer
2001,37,F,S,Agent
2001,37,F,S,Online
2002,37,F,S,Telemarketer
2002,37,F,S,Agent
2002,37,F,S,Online
2003,37,F,S,Telemarketer
2003,37,F,S,Agent
2003,37,F,S,Online
2004,37,F,S,Telemarketer
2004,37,F,S,Agent
2004,37,F,S,Online
2005,37,F,S,Telemarketer
2005,37,F,S,Agent
2005,37,F,S,Online
2006,37,F,S,Telemarketer
2006,37,F,S,Agent
2006,37,F,S,Online
2007,37,F,S,Telemarketer
2007,37,F,S,Agent
2007,37,F,S,Online
2008,37,F,S,Telemarketer
2008,37,F,S,Agent
2008,37,F,S,Online
2009,37,F,S,Telemarketer
2009,37,F,S,Agent
2009,37,F,S,Online
2010,37,F,S,Telemarketer
2010,37,F,S,Agent
2010,37,F,S,Online
2011,37,F,S,Telemarketer
2011,37,F,S,Agent
2011,37,F,S,Online
2012,37,F,S,Telemarketer
2012,37,F,S,Agent
2012,37,F,S,Online
2013,37,F,S,Telemarketer
2013,37,F,S,Agent
2013,37,F,S,Online
2014,37,F,S,Telemarketer
2014,37,F,S,Agent
2014,37,F,S,Online
2015,37,F,S,Telemarketer
2015,37,F,S,Agent
2015,37,F,S,Online
2016,37,F,S,Telemarketer
2016,37,F,S,Agent
2016,37,F,S,Online
2017,37,F,S,Telemarketer
2017,37,F,S,Agent
2017,37,F,S,Online
2018,37,F,S,Telemarketer
2018,37,F,S,Agent
2018,37,F,S,Online
2019,37,F,S,Telemarketer
2019,37,F,S,Agent
2019,37,F,S,Online
2020,37,F,S,Telemarketer
2020,37,F,S,Agent
2020,37,F,S,Online
2021,37,F,S,Telemarketer
2021,37,F,S,Agent
2021,37,F,S,Online
2022,37,F,S,Telemarketer
2022,37,F,S,Agent
2022,37,F,S,Online
2023,37,F,S,Telemarketer
2023,37,F,S,Agent
2023,37,F,S,Online
2001,38,M,NS,Telemarketer
2001,38,M,NS,Agent
2001,38,M,NS,Online
2002,38,M,NS,Telemarketer
2002,38,M,NS,Agent
2002,38,M,NS,Online
2003,38,M,NS,Telemarketer
2003,38,M,NS,Agent
2003,38,M,NS,Online
2004,38,M,NS,Telemarketer
2004,38,M,NS,Agent
2004,38,M,NS,Online
2005,38,M,NS,Telemarketer
2005,38,M,NS,Agent
2005,38,M,NS,Online
2006,38,M,NS,Telemarketer
2006,38,M,NS,Agent
2006,38,M,NS,Online
2007,38,M,NS,Telemarketer
2007,38,M,NS,Agent
2007,38,M,NS,Online
2008,38,M,NS,Telemarketer
2008,38,M,NS,Agent
2008,38,M,NS,Online
2009,38,M,NS,Telemarketer
2009,38,M,NS,Agent
2009,38,M,NS,Online
2010,38,M,NS,Telemarketer
2010,38,M,NS,Agent
2010,38,M,NS,Online
2011,38,M,NS,Telemarketer
2011,38,M,NS,Agent
2011,38,M,NS,Online
2012,38,M,NS,Telemarketer
2012,38,M,NS,Agent
2012,38,M,NS,Online
2013,38,M,NS,Telemarketer
2013,38,M,NS,Agent
2013,38,M,NS,Online
2014,38,M,NS,Telemarketer
2014,38,M,NS,Agent
2014,38,M,NS,Online
2015,38,M,NS,Telemarketer
2015,38,M,NS,Agent
2015,38,M,NS,Online
2016,38,M,NS,Telemarketer
2016,38,M,NS,Agent
2016,38,M,NS,Online
2017,38,M,NS,Telemarketer
2017,38,M,NS,Agent
2017,38,M,NS,Online
2018,38,M,NS,Telemarketer
2018,38,M,NS,Agent
2018,38,M,NS,Online
2019,38,M,NS,Telemarketer
2019,38,M,NS,Agent
2019,38,M,NS,Online
2020,38,M,NS,Telemarketer
2020,38,M,NS,Agent
2020,38,M,NS,Online
2021,38,M,NS,Telemarketer
2021,38,M,NS,Agent
2021,38,M,NS,Online
2022,38,M,NS,Telemarketer
2022,38,M,NS,Agent
2022,38,M,NS,Online
2023,38,M,NS,Telemarketer
2023,38,M,NS,Agent
2023,38,M,NS,Online
2001,38,M,S,Telemarketer
2001,38,M,S,Agent
2001,38,M,S,Online
2002,38,M,S,Telemarketer
2002,38,M,S,Agent
2002,38,M,S,Online
2003,38,M,S,Telemarketer
2003,38,M,S,Agent
2003,38,M,S,Online
2004,38,M,S,Telemarketer
2004,38,M,S,Agent
2004,38,M,S,Online
2005,38,M,S,Telemarketer
2005,38,M,S,Agent
2005,38,M,S,Online
2006,38,M,S,Telemarketer
2006,38,M,S,Agent
2006,38,M,S,Online
2007,38,M,S,Telemarketer
2007,38,M,S,Agent
2007,38,M,S,Online
2008,38,M,S,Telemarketer
2008,38,M,S,Agent
2008,38,M,S,Online
2009,38,M,S,Telemarketer
2009,38,M,S,Agent
2009,38,M,S,Online
2010,38,M,S,Telemarketer
2010,38,M,S,Agent
2010,38,M,S,Online
2011,38,M,S,Telemarketer
2011,38,M,S,Agent
2011,38,M,S,Online
2012,38,M,S,Telemarketer
2012,38,M,S,Agent
2012,38,M,S,Online
2013,38,M,S,Telemarketer
2013,38,M,S,Agent
2013,38,M,S,Online
2014,38,M,S,Telemarketer
2014,38,M,S,Agent
2014,38,M,S,Online
2015,38,M,S,Telemarketer
2015,38,M,S,Agent
2015,38,M,S,Online
2016,38,M,S,Telemarketer
2016,38,M,S,Agent
2016,38,M,S,Online
2017,38,M,S,Telemarketer
2017,38,M,S,Agent
2017,38,M,S,Online
2018,38,M,S,Telemarketer
2018,38,M,S,Agent
2018,38,M,S,Online
2019,38,M,S,Telemarketer
2019,38,M,S,Agent
2019,38,M,S,Online
2020,38,M,S,Telemarketer
2020,38,M,S,Agent
2020,38,M,S,Online
2021,38,M,S,Telemarketer
2021,38,M,S,Agent
2021,38,M,S,Online
2022,38,M,S,Telemarketer
2022,38,M,S,Agent
2022,38,M,S,Online
2023,38,M,S,Telemarketer
2023,38,M,S,Agent
2023,38,M,S,Online
2001,38,F,NS,Telemarketer
2001,38,F,NS,Agent
2001,38,F,NS,Online
2002,38,F,NS,Telemarketer
2002,38,F,NS,Agent
2002,38,F,NS,Online
2003,38,F,NS,Telemarketer
2003,38,F,NS,Agent
2003,38,F,NS,Online
2004,38,F,NS,Telemarketer
2004,38,F,NS,Agent
2004,38,F,NS,Online
2005,38,F,NS,Telemarketer
2005,38,F,NS,Agent
2005,38,F,NS,Online
2006,38,F,NS,Telemarketer
2006,38,F,NS,Agent
2006,38,F,NS,Online
2007,38,F,NS,Telemarketer
2007,38,F,NS,Agent
2007,38,F,NS,Online
2008,38,F,NS,Telemarketer
2008,38,F,NS,Agent
2008,38,F,NS,Online
2009,38,F,NS,Telemarketer
2009,38,F,NS,Agent
2009,38,F,NS,Online
2010,38,F,NS,Telemarketer
2010,38,F,NS,Agent
2010,38,F,NS,Online
2011,38,F,NS,Telemarketer
2011,38,F,NS,Agent
2011,38,F,NS,Online
2012,38,F,NS,Telemarketer
2012,38,F,NS,Agent
2012,38,F,NS,Online
2013,38,F,NS,Telemarketer
2013,38,F,NS,Agent
2013,38,F,NS,Online
2014,38,F,NS,Telemarketer
2014,38,F,NS,Agent
2014,38,F,NS,Online
2015,38,F,NS,Telemarketer
2015,38,F,NS,Agent
2015,38,F,NS,Online
2016,38,F,NS,Telemarketer
2016,38,F,NS,Agent
2016,38,F,NS,Online
2017,38,F,NS,Telemarketer
2017,38,F,NS,Agent
2017,38,F,NS,Online
2018,38,F,NS,Telemarketer
2018,38,F,NS,Agent
2018,38,F,NS,Online
2019,38,F,NS,Telemarketer
2019,38,F,NS,Agent
2019,38,F,NS,Online
2020,38,F,NS,Telemarketer
2020,38,F,NS,Agent
2020,38,F,NS,Online
2021,38,F,NS,Telemarketer
2021,38,F,NS,Agent
2021,38,F,NS,Online
2022,38,F,NS,Telemarketer
2022,38,F,NS,Agent
2022,38,F,NS,Online
2023,38,F,NS,Telemarketer
2023,38,F,NS,Agent
2023,38,F,NS,Online
2001,38,F,S,Telemarketer
2001,38,F,S,Agent
