Model Point Number,Policy.type,Issue.year,Issue.age,Sex,Face.amount,Smoker.Status,Underwriting.Class,Distribution.Channel
3673,T20,2024,38,M,100000,NS,moderate risk,Telemarketer
3674,T20,2024,39,M,100000,NS,moderate risk,Telemarketer
3675,T20,2024,40,M,100000,NS,moderate risk,Telemarketer
3676,T20,2024,41,M,100000,NS,moderate risk,Telemarketer
3677,T20,2024,42,M,100000,NS,moderate risk,Telemarketer
3678,T20,2024,43,M,100000,NS,moderate risk,Telemarketer
3679,T20,2024,44,M,100000,NS,moderate risk,Telemarketer
3680,T20,2024,45,M,100000,NS,moderate risk,Telemarketer
3681,T20,2024,46,M,100000,NS,moderate risk,Telemarketer
3682,T20,2024,47,M,100000,NS,moderate risk,Telemarketer
3683,T20,2024,48,M,100000,NS,moderate risk,Telemarketer
3684,T20,2024,49,M,100000,NS,moderate risk,Telemarketer
3685,T20,2024,50,M,100000,NS,moderate risk,Telemarketer
3686,T20,2024,51,M,100000,NS,moderate risk,Telemarketer
3687,T20,2024,52,M,100000,NS,moderate risk,Telemarketer
3688,T20,2024,53,M,100000,NS,moderate risk,Telemarketer
3689,T20,2024,54,M,100000,NS,moderate risk,Telemarketer
3690,T20,2024,55,M,100000,NS,moderate risk,Telemarketer
3691,T20,2024,26,M,100000,NS,moderate risk,Telemarketer
3692,T20,2024,27,M,100000,NS,moderate risk,Telemarketer
3693,T20,2024,28,M,100000,NS,moderate risk,Telemarketer
3694,T20,2024,29,M,100000,NS,moderate risk,Telemarketer
3695,T20,2024,30,M,100000,NS,moderate risk,Telemarketer
3696,T20,2024,31,M,100000,NS,moderate risk,Telemarketer
3697,T20,2024,32,M,100000,NS,moderate risk,Telemarketer
3698,T20,2024,33,M,100000,NS,moderate risk,Telemarketer
3699,T20,2024,34,M,100000,NS,moderate risk,Telemarketer
3700,T20,2024,35,M,100000,NS,moderate risk,Telemarketer
3701,T20,2024,36,M,100000,NS,moderate risk,Telemarketer
3702,T20,2024,37,M,100000,NS,moderate risk,Telemarketer
3703,T20,2024,38,M,100000,NS,moderate risk,Telemarketer
3704,T20,2024,39,M,100000,NS,moderate risk,Telemarketer
3705,T20,2024,40,M,100000,NS,moderate risk,Telemarketer
3706,T20,2024,41,M,100000,NS,moderate risk,Telemarketer
3707,T20,2024,42,M,100000,NS,moderate risk,Telemarketer
3708,T20,2024,43,M,100000,NS,moderate risk,Telemarketer
3709,T20,2024,44,M,100000,NS,moderate risk,Telemarketer
3710,T20,2024,45,M,100000,NS,moderate risk,Telemarketer
3711,T20,2024,46,M,100000,NS,moderate risk,Telemarketer
3712,T20,2024,47,M,100000,NS,moderate risk,Telemarketer
3713,T20,2024,48,M,100000,NS,moderate risk,Telemarketer
3714,T20,2024,49,M,100000,NS,moderate risk,Telemarketer
3715,T20,2024,50,M,100000,NS,moderate risk,Telemarketer
3716,T20,2024,51,M,100000,NS,moderate risk,Telemarketer
3717,T20,2024,52,M,100000,NS,moderate risk,Telemarketer
3718,T20,2024,53,M,100000,NS,moderate risk,Telemarketer
3719,T20,2024,54,M,100000,NS,moderate risk,Telemarketer
3720,T20,2024,55,M,100000,NS,moderate risk,Telemarketer
3721,T20,2024,26,M,100000,NS,moderate risk,Telemarketer
3722,T20,2024,27,M,100000,NS,moderate risk,Telemarketer
3723,T20,2024,28,M,100000,NS,moderate risk,Telemarketer
3724,T20,2024,29,M,100000,NS,moderate risk,Telemarketer
3725,T20,2024,30,M,100000,NS,moderate risk,Telemarketer
3726,T20,2024,31,M,100000,NS,moderate risk,Telemarketer
3727,T20,2024,32,M,100000,NS,moderate risk,Telemarketer
3728,T20,2024,33,M,100000,NS,moderate risk,Telemarketer
3729,T20,2024,34,M,100000,NS,moderate risk,Telemarketer
3730,T20,2024,35,M,100000,NS,moderate risk,Telemarketer
3731,T20,2024,36,M,100000,NS,moderate risk,Telemarketer
3732,T20,2024,37,M,100000,NS,moderate risk,Telemarketer
3733,T20,2024,38,M,100000,NS,moderate risk,Telemarketer
3734,T20,2024,39,M,100000,NS,moderate risk,Telemarketer
3735,T20,2024,40,M,100000,NS,moderate risk,Telemarketer
3736,T20,2024,41,M,100000,NS,moderate risk,Telemarketer
3737,T20,2024,42,M,100000,NS,moderate risk,Telemarketer
3738,T20,2024,43,M,100000,NS,moderate risk,Telemarketer
3739,T20,2024,44,M,100000,NS,moderate risk,Telemarketer
3740,T20,2024,45,M,100000,NS,moderate risk,Telemarketer
3741,T20,2024,46,M,100000,NS,moderate risk,Telemarketer
3742,T20,2024,47,M,100000,NS,moderate risk,Telemarketer
3743,T20,2024,48,M,100000,NS,moderate risk,Telemarketer
3744,T20,2024,49,M,100000,NS,moderate risk,Telemarketer
3745,T20,2024,50,M,100000,NS,moderate risk,Telemarketer
3746,T20,2024,51,M,100000,NS,moderate risk,Telemarketer
3747,T20,2024,52,M,100000,NS,moderate risk,Telemarketer
3748,T20,2024,53,M,100000,NS,moderate risk,Telemarketer
3749,T20,2024,54,M,100000,NS,moderate risk,Telemarketer
3750,T20,2024,55,M,100000,NS,moderate risk,Telemarketer
3751,T20,2024,26,M,100000,NS,moderate risk,Telemarketer
3752,T20,2024,27,M,100000,NS,moderate risk,Telemarketer
3753,T20,2024,28,M,100000,NS,moderate risk,Telemarketer
3754,T20,2024,29,M,100000,NS,moderate risk,Telemarketer
3755,T20,2024,30,M,100000,NS,moderate risk,Telemarketer
3756,T20,2024,31,M,100000,NS,moderate risk,Telemarketer
3757,T20,2024,32,M,100000,NS,moderate risk,Telemarketer
3758,T20,2024,33,M,100000,NS,moderate risk,Telemarketer
3759,T20,2024,34,M,100000,NS,moderate risk,Telemarketer
3760,T20,2024,35,M,100000,NS,moderate risk,Telemarketer
3761,T20,2024,36,M,100000,NS,moderate risk,Telemarketer
3762,T20,2024,37,M,100000,NS,moderate risk,Telemarketer
3763,T20,2024,38,M,100000,NS,moderate risk,Telemarketer
3764,T20,2024,39,M,100000,NS,moderate risk,Telemarketer
3765,T20,2024,40,M,100000,NS,moderate risk,Telemarketer
3766,T20,2024,41,M,100000,NS,moderate risk,Telemarketer
3767,T20,2024,42,M,100000,NS,moderate risk,Telemarketer
3768,T20,2024,43,M,100000,NS,moderate risk,Telemarketer
3769,T20,2024,44,M,100000,NS,moderate risk,Telemarketer
3770,T20,2024,45,M,100000,NS,moderate risk,Telemarketer
3771,T20,2024,46,M,100000,NS,moderate risk,Telemarketer
3772,T20,2024,47,M,100000,NS,moderate risk,Telemarketer
3773,T20,2024,48,M,100000,NS,moderate risk,Telemarketer
3774,T20,2024,49,M,100000,NS,moderate risk,Telemarketer
3775,T20,2024,50,M,100000,NS,moderate risk,Telemarketer
3776,T20,2024,51,M,100000,NS,moderate risk,Telemarketer
3777,T20,2024,52,M,100000,NS,moderate risk,Telemarketer
3778,T20,2024,53,M,100000,NS,moderate risk,Telemarketer
3779,T20,2024,54,M,100000,NS,moderate risk,Telemarketer
3780,T20,2024,55,M,100000,NS,moderate risk,Telemarketer
3781,T20,2024,26,M,100000,NS,moderate risk,Telemarketer
3782,T20,2024,27,M,100000,NS,moderate risk,Telemarketer
3783,T20,2024,28,M,100000,NS,moderate risk,Telemarketer
3784,T20,2024,29,M,100000,NS,moderate risk,Telemarketer
3785,T20,2024,30,M,100000,NS,moderate risk,Telemarketer
3786,T20,2024,31,M,100000,NS,moderate risk,Telemarketer
3787,T20,2024,32,M,100000,NS,moderate risk,Telemarketer
3788,T20,2024,33,M,100000,NS,moderate risk,Telemarketer
3789,T20,2024,34,M,100000,NS,moderate risk,Telemarketer
3790,T20,2024,35,M,100000,NS,moderate risk,Telemarketer
3791,T20,2024,36,M,100000,NS,moderate risk,Telemarketer
3792,T20,2024,37,M,100000,NS,moderate risk,Telemarketer
3793,T20,2024,38,M,100000,NS,moderate risk,Telemarketer
3794,T20,2024,39,M,100000,NS,moderate risk,Telemarketer
3795,T20,2024,40,M,100000,NS,very low risk,Agent
3796,T20,2024,41,M,100000,NS,very low risk,Agent
3797,T20,2024,42,M,100000,NS,very low risk,Agent
3798,T20,2024,43,M,100000,NS,very low risk,Agent
3799,T20,2024,44,M,100000,NS,very low risk,Agent
3800,T20,2024,45,M,100000,NS,very low risk,Agent
3801,T20,2024,46,M,100000,NS,very low risk,Agent
3802,T20,2024,47,M,100000,NS,very low risk,Agent
3803,T20,2024,48,M,100000,NS,very low risk,Agent
3804,T20,2024,49,M,100000,NS,very low risk,Agent
3805,T20,2024,50,M,100000,NS,very low risk,Agent
3806,T20,2024,51,M,100000,NS,very low risk,Agent
3807,T20,2024,52,M,100000,NS,very low risk,Agent
3808,T20,2024,53,M,100000,NS,very low risk,Agent
3809,T20,2024,54,M,100000,NS,very low risk,Agent
3810,T20,2024,55,M,100000,NS,very low risk,Agent
3811,T20,2024,26,M,100000,NS,very low risk,Agent
3812,T20,2024,27,M,100000,NS,very low risk,Agent
3813,T20,2024,28,M,100000,NS,very low risk,Agent
3814,T20,2024,29,M,100000,NS,very low risk,Agent
3815,T20,2024,30,M,100000,NS,very low risk,Agent
3816,T20,2024,31,M,100000,NS,very low risk,Agent
3817,T20,2024,32,M,100000,NS,very low risk,Agent
3818,T20,2024,33,M,100000,NS,very low risk,Agent
3819,T20,2024,34,M,100000,NS,very low risk,Agent
3820,T20,2024,35,M,100000,NS,very low risk,Agent
3821,T20,2024,36,M,100000,NS,very low risk,Agent
3822,T20,2024,37,M,100000,NS,very low risk,Agent
3823,T20,2024,38,M,100000,NS,very low risk,Agent
3824,T20,2024,39,M,100000,NS,very low risk,Agent
3825,T20,2024,40,M,100000,NS,very low risk,Agent
3826,T20,2024,41,M,100000,NS,very low risk,Agent
3827,T20,2024,42,M,100000,NS,very low risk,Agent
3828,T20,2024,43,M,100000,NS,very low risk,Agent
3829,T20,2024,44,M,100000,NS,very low risk,Agent
3830,T20,2024,45,M,100000,NS,very low risk,Agent
3831,T20,2024,46,M,100000,NS,very low risk,Agent
3832,T20,2024,47,M,100000,NS,very low risk,Agent
3833,T20,2024,48,M,100000,NS,very low risk,Agent
3834,T20,2024,49,M,100000,NS,very low risk,Agent
3835,T20,2024,50,M,100000,NS,very low risk,Agent
3836,T20,2024,51,M,100000,NS,very low risk,Agent
3837,T20,2024,52,M,100000,NS,very low risk,Agent
3838,T20,2024,53,M,100000,NS,very low risk,Agent
3839,T20,2024,54,M,100000,NS,very low risk,Agent
3840,T20,2024,55,M,100000,NS,very low risk,Agent
3841,T20,2024,26,M,100000,NS,very low risk,Agent
3842,T20,2024,27,M,100000,NS,very low risk,Agent
3843,T20,2024,28,M,100000,NS,very low risk,Agent
3844,T20,2024,29,M,100000,NS,very low risk,Agent
3845,T20,2024,30,M,100000,NS,very low risk,Agent
3846,T20,2024,31,M,100000,NS,very low risk,Agent
3847,T20,2024,32,M,100000,NS,very low risk,Agent
3848,T20,2024,33,M,100000,NS,very low risk,Agent
3849,T20,2024,34,M,100000,NS,very low risk,Agent
3850,T20,2024,35,M,100000,NS,very low risk,Agent
3851,T20,2024,36,M,100000,NS,very low risk,Agent
3852,T20,2024,37,M,100000,NS,very low risk,Agent
3853,T20,2024,38,M,100000,NS,very low risk,Agent
3854,T20,2024,39,M,100000,NS,very low risk,Agent
3855,T20,2024,40,M,100000,NS,very low risk,Agent
3856,T20,2024,41,M,100000,NS,very low risk,Agent
3857,T20,2024,42,M,100000,NS,very low risk,Agent
3858,T20,2024,43,M,100000,NS,very low risk,Agent
3859,T20,2024,44,M,100000,NS,very low risk,Agent
3860,T20,2024,45,M,100000,NS,very low risk,Agent
3861,T20,2024,46,M,100000,NS,very low risk,Agent
3862,T20,2024,47,M,100000,NS,very low risk,Agent
3863,T20,2024,48,M,100000,NS,very low risk,Agent
3864,T20,2024,49,M,100000,NS,very low risk,Agent
3865,T20,2024,50,M,100000,NS,very low risk,Agent
3866,T20,2024,51,M,100000,NS,very low risk,Agent
3867,T20,2024,52,M,100000,NS,very low risk,Agent
3868,T20,2024,53,M,100000,NS,very low risk,Agent
3869,T20,2024,54,M,100000,NS,very low risk,Agent
3870,T20,2024,55,M,100000,NS,very low risk,Agent
3871,T20,2024,26,M,100000,NS,very low risk,Agent
3872,T20,2024,27,M,100000,NS,very low risk,Agent
3873,T20,2024,28,M,100000,NS,very low risk,Agent
3874,T20,2024,29,M,100000,NS,very low risk,Agent
3875,T20,2024,30,M,100000,NS,very low risk,Agent
3876,T20,2024,31,M,100000,NS,very low risk,Agent
3877,T20,2024,32,M,100000,NS,very low risk,Agent
3878,T20,2024,33,M,100000,NS,very low risk,Agent
3879,T20,2024,34,M,100000,NS,very low risk,Agent
3880,T20,2024,35,M,100000,NS,very low risk,Agent
3881,T20,2024,36,M,100000,NS,very low risk,Agent
3882,T20,2024,37,M,100000,NS,very low risk,Agent
3883,T20,2024,38,M,100000,NS,very low risk,Agent
3884,T20,2024,39,M,100000,NS,very low risk,Agent
3885,T20,2024,40,M,100000,NS,very low risk,Agent
3886,T20,2024,41,M,100000,NS,very low risk,Agent
3887,T20,2024,42,M,100000,NS,very low risk,Agent
3888,T20,2024,43,M,100000,NS,very low risk,Agent
3889,T20,2024,44,M,100000,NS,very low risk,Agent
3890,T20,2024,45,M,100000,NS,very low risk,Agent
3891,T20,2024,46,M,100000,NS,very low risk,Agent
3892,T20,2024,47,M,100000,NS,very low risk,Agent
3893,T20,2024,48,M,100000,NS,very low risk,Agent
3894,T20,2024,49,M,100000,NS,very low risk,Agent
3895,T20,2024,50,M,100000,NS,very low risk,Agent
3896,T20,2024,51,M,100000,NS,very low risk,Agent
3897,T20,2024,52,M,100000,NS,very low risk,Agent
3898,T20,2024,53,M,100000,NS,very low risk,Agent
3899,T20,2024,54,M,100000,NS,very low risk,Agent
3900,T20,2024,55,M,100000,NS,very low risk,Agent
3901,T20,2024,26,M,100000,NS,very low risk,Agent
3902,T20,2024,27,M,100000,NS,very low risk,Agent
3903,T20,2024,28,M,100000,NS,very low risk,Agent
3904,T20,2024,29,M,100000,NS,very low risk,Agent
3905,T20,2024,30,M,100000,NS,very low risk,Agent
3906,T20,2024,31,M,100000,NS,very low risk,Agent
3907,T20,2024,32,M,100000,NS,very low risk,Agent
3908,T20,2024,33,M,100000,NS,very low risk,Agent
3909,T20,2024,34,M,100000,NS,very low risk,Agent
3910,T20,2024,35,M,100000,NS,very low risk,Agent
3911,T20,2024,36,M,100000,NS,very low risk,Agent
3912,T20,2024,37,M,100000,NS,very low risk,Agent
3913,T20,2024,38,M,100000,NS,very low risk,Agent
3914,T20,2024,39,M,100000,NS,very low risk,Agent
3915,T20,2024,40,M,100000,NS,very low risk,Agent
3916,T20,2024,41,M,100000,NS,very low risk,Agent
3917,T20,2024,42,M,100000,NS,very low risk,Agent
3918,T20,2024,43,M,100000,NS,very low risk,Agent
3919,T20,2024,44,M,100000,NS,very low risk,Agent
3920,T20,2024,45,M,100000,NS,very low risk,Agent
3921,T20,2024,46,M,100000,NS,very low risk,Agent
3922,T20,2024,47,M,100000,NS,very low risk,Agent
3923,T20,2024,48,M,100000,NS,very low risk,Agent
3924,T20,2024,49,M,100000,NS,very low risk,Agent
3925,T20,2024,50,M,100000,NS,very low risk,Agent
3926,T20,2024,51,M,100000,NS,very low risk,Agent
3927,T20,2024,52,M,100000,NS,very low risk,Agent
3928,T20,2024,53,M,100000,NS,very low risk,Agent
3929,T20,2024,54,M,100000,NS,very low risk,Agent
3930,T20,2024,55,M,100000,NS,very low risk,Agent
3931,T20,2024,26,M,100000,NS,very low risk,Agent
3932,T20,2024,27,M,100000,NS,very low risk,Agent
3933,T20,2024,28,M,100000,NS,very low risk,Agent
3934,T20,2024,29,M,100000,NS,very low risk,Agent
3935,T20,2024,30,M,100000,NS,very low risk,Agent
3936,T20,2024,31,M,100000,NS,very low risk,Agent
3937,T20,2024,32,M,100000,NS,very low risk,Agent
3938,T20,2024,33,M,100000,NS,very low risk,Agent
3939,T20,2024,34,M,100000,NS,very low risk,Agent
3940,T20,2024,35,M,100000,NS,very low risk,Agent
3941,T20,2024,36,M,100000,NS,very low risk,Agent
3942,T20,2024,37,M,100000,NS,very low risk,Agent
3943,T20,2024,38,M,100000,NS,very low risk,Agent
3944,T20,2024,39,M,100000,NS,very low risk,Agent
3945,T20,2024,40,M,100000,NS,very low risk,Agent
3946,T20,2024,41,M,100000,NS,very low risk,Agent
3947,T20,2024,42,M,100000,NS,very low risk,Agent
3948,T20,2024,43,M,100000,NS,very low risk,Agent
3949,T20,2024,44,M,100000,NS,very low risk,Agent
3950,T20,2024,45,M,100000,NS,very low risk,Agent
3951,T20,2024,46,M,100000,NS,very low risk,Agent
3952,T20,2024,47,M,100000,NS,very low risk,Agent
3953,T20,2024,48,M,100000,NS,very low risk,Agent
3954,T20,2024,49,M,100000,NS,very low risk,Agent
3955,T20,2024,50,M,100000,NS,very low risk,Agent
3956,T20,2024,51,M,100000,NS,very low risk,Agent
3957,T20,2024,52,M,100000,NS,very low risk,Agent
3958,T20,2024,53,M,100000,NS,very low risk,Agent
3959,T20,2024,54,M,100000,NS,very low risk,Agent
3960,T20,2024,55,M,100000,NS,very low risk,Agent
3961,T20,2024,26,M,100000,NS,very low risk,Agent
3962,T20,2024,27,M,100000,NS,very low risk,Agent
3963,T20,2024,28,M,100000,NS,very low risk,Agent
3964,T20,2024,29,M,100000,NS,very low risk,Agent
3965,T20,2024,30,M,100000,NS,very low risk,Agent
3966,T20,2024,31,M,100000,NS,very low risk,Agent
3967,T20,2024,32,M,100000,NS,very low risk,Agent
3968,T20,2024,33,M,100000,NS,very low risk,Agent
3969,T20,2024,34,M,100000,NS,very low risk,Agent
3970,T20,2024,35,M,100000,NS,very low risk,Agent
3971,T20,2024,36,M,100000,NS,very low risk,Agent
3972,T20,2024,37,M,100000,NS,very low risk,Agent
3973,T20,2024,38,M,100000,NS,very low risk,Agent
3974,T20,2024,39,M,100000,NS,very low risk,Agent
3975,T20,2024,40,M,100000,NS,very low risk,Agent
3976,T20,2024,41,M,100000,NS,very low risk,Agent
3977,T20,2024,42,M,100000,NS,very low risk,Agent
3978,T20,2024,43,M,100000,NS,very low risk,Agent
3979,T20,2024,44,M,100000,NS,very low risk,Agent
3980,T20,2024,45,M,100000,NS,very low risk,Agent
3981,T20,2024,46,M,100000,NS,very low risk,Agent
3982,T20,2024,47,M,100000,NS,very low risk,Agent
3983,T20,2024,48,M,100000,NS,very low risk,Agent
3984,T20,2024,49,M,100000,NS,very low risk,Agent
3985,T20,2024,50,M,100000,NS,very low risk,Agent
3986,T20,2024,51,M,100000,NS,very low risk,Agent
3987,T20,2024,52,M,100000,NS,very low risk,Agent
3988,T20,2024,53,M,100000,NS,very low risk,Agent
3989,T20,2024,54,M,100000,NS,very low risk,Agent
3990,T20,2024,55,M,100000,NS,very low risk,Agent
3991,T20,2024,26,M,100000,NS,very low risk,Agent
3992,T20,2024,27,M,100000,NS,very low risk,Agent
3993,T20,2024,28,M,100000,NS,very low risk,Agent
3994,T20,2024,29,M,100000,NS,very low risk,Agent
3995,T20,2024,30,M,100000,NS,very low risk,Agent
3996,T20,2024,31,M,100000,NS,very low risk,Agent
3997,T20,2024,32,M,100000,NS,very low risk,Agent
3998,T20,2024,33,M,100000,NS,very low risk,Agent
3999,T20,2024,34,M,100000,NS,very low risk,Agent
4000,T20,2024,35,M,100000,NS,very low risk,Agent
4001,T20,2024,36,M,100000,NS,very low risk,Agent
4002,T20,2024,37,M,100000,NS,very low risk,Agent
4003,T20,2024,38,M,100000,NS,very low risk,Agent
4004,T20,2024,39,M,100000,NS,very low risk,Agent
4005,T20,2024,40,M,100000,NS,very low risk,Agent
4006,T20,2024,41,M,100000,NS,very low risk,Agent
4007,T20,2024,42,M,100000,NS,very low risk,Agent
4008,T20,2024,43,M,100000,NS,very low risk,Agent
4009,T20,2024,44,M,100000,NS,very low risk,Agent
4010,T20,2024,45,M,100000,NS,very low risk,Agent
4011,T20,2024,46,M,100000,NS,very low risk,Agent
4012,T20,2024,47,M,100000,NS,very low risk,Agent
4013,T20,2024,48,M,100000,NS,very low risk,Agent
4014,T20,2024,49,M,100000,NS,very low risk,Agent
4015,T20,2024,50,M,100000,NS,very low risk,Agent
4016,T20,2024,51,M,100000,NS,very low risk,Agent
4017,T20,2024,52,M,100000,NS,very low risk,Agent
4018,T20,2024,53,M,100000,NS,very low risk,Agent
4019,T20,2024,54,M,100000,NS,very low risk,Agent
4020,T20,2024,55,M,100000,NS,very low risk,Agent
4021,T20,2024,26,M,100000,NS,very low risk,Agent
4022,T20,2024,27,M,100000,NS,very low risk,Agent
4023,T20,2024,28,M,100000,NS,very low risk,Agent
4024,T20,2024,29,M,100000,NS,very low risk,Agent
4025,T20,2024,30,M,100000,NS,very low risk,Agent
4026,T20,2024,31,M,100000,NS,very low risk,Agent
4027,T20,2024,32,M,100000,NS,very low risk,Agent
4028,T20,2024,33,M,100000,NS,very low risk,Agent
4029,T20,2024,34,M,100000,NS,very low risk,Agent
4030,T20,2024,35,M,100000,NS,very low risk,Agent
4031,T20,2024,36,M,100000,NS,very low risk,Agent
4032,T20,2024,37,M,100000,NS,very low risk,Agent
4033,T20,2024,38,M,100000,NS,very low risk,Agent
4034,T20,2024,39,M,100000,NS,very low risk,Agent
4035,T20,2024,40,M,100000,NS,very low risk,Agent
4036,T20,2024,41,M,100000,NS,very low risk,Agent
4037,T20,2024,42,M,100000,NS,very low risk,Agent
4038,T20,2024,43,M,100000,NS,very low risk,Agent
4039,T20,2024,44,M,100000,NS,very low risk,Agent
4040,T20,2024,45,M,100000,NS,very low risk,Agent
4041,T20,2024,46,M,100000,NS,very low risk,Online
4042,T20,2024,47,M,100000,NS,very low risk,Online
4043,T20,2024,48,M,100000,NS,very low risk,Online
4044,T20,2024,49,M,100000,NS,very low risk,Online
4045,T20,2024,50,M,100000,NS,very low risk,Online
4046,T20,2024,51,M,100000,NS,very low risk,Online
4047,T20,2024,52,M,100000,NS,very low risk,Online
4048,T20,2024,53,M,100000,NS,very low risk,Online
4049,T20,2024,54,M,100000,NS,very low risk,Online
4050,T20,2024,55,M,100000,NS,very low risk,Online
4051,T20,2024,26,M,100000,NS,very low risk,Online
4052,T20,2024,27,M,100000,NS,very low risk,Online
4053,T20,2024,28,M,100000,NS,very low risk,Online
4054,T20,2024,29,M,100000,NS,very low risk,Online
4055,T20,2024,30,M,100000,NS,very low risk,Online
4056,T20,2024,31,M,100000,NS,very low risk,Online
4057,T20,2024,32,M,100000,NS,very low risk,Online
4058,T20,2024,33,M,100000,NS,very low risk,Online
4059,T20,2024,34,M,100000,NS,very low risk,Online
4060,T20,2024,35,M,100000,NS,very low risk,Online
4061,T20,2024,36,M,100000,NS,very low risk,Online
4062,T20,2024,37,M,100000,NS,very low risk,Online
4063,T20,2024,38,M,100000,NS,very low risk,Online
4064,T20,2024,39,M,100000,NS,very low risk,Online
4065,T20,2024,40,M,100000,NS,very low risk,Online
4066,T20,2024,41,M,100000,NS,very low risk,Online
4067,T20,2024,42,M,100000,NS,very low risk,Online
4068,T20,2024,43,M,100000,NS,very low risk,Online
4069,T20,2024,44,M,100000,NS,very low risk,Online
4070,T20,2024,45,M,100000,NS,very low risk,Online
4071,T20,2024,46,M,100000,NS,very low risk,Online
4072,T20,2024,47,M,100000,NS,very low risk,Online
4073,T20,2024,48,M,100000,NS,very low risk,Online
4074,T20,2024,49,M,100000,NS,very low risk,Online
4075,T20,2024,50,M,100000,NS,very low risk,Online
4076,T20,2024,51,M,100000,NS,very low risk,Online
4077,T20,2024,52,M,100000,NS,very low risk,Online
4078,T20,2024,53,M,100000,NS,very low risk,Online
4079,T20,2024,54,M,100000,NS,very low risk,Online
4080,T20,2024,55,M,100000,NS,very low risk,Online
4081,T20,2024,26,M,100000,NS,very low risk,Online
4082,T20,2024,27,M,100000,NS,very low risk,Online
4083,T20,2024,28,M,100000,NS,very low risk,Online
4084,T20,2024,29,M,100000,NS,very low risk,Online
4085,T20,2024,30,M,100000,NS,very low risk,Online
4086,T20,2024,31,M,100000,NS,very low risk,Online
4087,T20,2024,32,M,100000,NS,very low risk,Online
4088,T20,2024,33,M,100000,NS,very low risk,Online
4089,T20,2024,34,M,100000,NS,very low risk,Online
4090,T20,2024,35,M,100000,NS,very low risk,Online
4091,T20,2024,36,M,100000,NS,very low risk,Online
4092,T20,2024,37,M,100000,NS,very low risk,Online
4093,T20,2024,38,M,100000,NS,very low risk,Online
4094,T20,2024,39,M,100000,NS,very low risk,Online
4095,T20,2024,40,M,100000,NS,very low risk,Online
4096,T20,2024,41,M,100000,NS,very low risk,Online
4097,T20,2024,42,M,100000,NS,very low risk,Online
4098,T20,2024,43,M,100000,NS,very low risk,Online
4099,T20,2024,44,M,100000,NS,very low risk,Online
4100,T20,2024,45,M,100000,NS,very low risk,Online
4101,T20,2024,46,M,100000,NS,very low risk,Online
4102,T20,2024,47,M,100000,NS,very low risk,Online
4103,T20,2024,48,M,100000,NS,very low risk,Online
4104,T20,2024,49,M,100000,NS,very low risk,Online
4105,T20,2024,50,M,100000,NS,very low risk,Online
4106,T20,2024,51,M,100000,NS,very low risk,Online
4107,T20,2024,52,M,100000,NS,very low risk,Online
4108,T20,2024,53,M,100000,NS,very low risk,Online
4109,T20,2024,54,M,100000,NS,very low risk,Online
4110,T20,2024,55,M,100000,NS,very low risk,Online
4111,T20,2024,26,M,100000,NS,very low risk,Online
4112,T20,2024,27,M,100000,NS,very low risk,Online
4113,T20,2024,28,M,100000,NS,very low risk,Online
4114,T20,2024,29,M,100000,NS,very low risk,Online
4115,T20,2024,30,M,100000,NS,very low risk,Online
4116,T20,2024,31,M,100000,NS,very low risk,Online
4117,T20,2024,32,M,100000,NS,very low risk,Online
4118,T20,2024,33,M,100000,NS,very low risk,Online
4119,T20,2024,34,M,100000,NS,very low risk,Online
4120,T20,2024,35,M,100000,NS,very low risk,Online
4121,T20,2024,36,M,100000,NS,very low risk,Online
4122,T20,2024,37,M,100000,NS,very low risk,Online
4123,T20,2024,38,M,100000,NS,very low risk,Online
4124,T20,2024,39,M,100000,NS,very low risk,Online
4125,T20,2024,40,M,100000,NS,very low risk,Online
4126,T20,2024,41,M,100000,NS,very low risk,Online
4127,T20,2024,42,M,100000,NS,very low risk,Online
4128,T20,2024,43,M,100000,NS,very low risk,Online
4129,T20,2024,44,M,100000,NS,very low risk,Online
4130,T20,2024,45,M,100000,NS,very low risk,Online
4131,T20,2024,46,M,100000,NS,very low risk,Online
4132,T20,2024,47,M,100000,NS,very low risk,Online
4133,T20,2024,48,M,100000,NS,very low risk,Online
4134,T20,2024,49,M,100000,NS,very low risk,Online
4135,T20,2024,50,M,100000,NS,very low risk,Online
4136,T20,2024,51,M,100000,NS,very low risk,Online
4137,T20,2024,52,M,100000,NS,very low risk,Online
4138,T20,2024,53,M,100000,NS,very low risk,Online
4139,T20,2024,54,M,100000,NS,very low risk,Online
4140,T20,2024,55,M,100000,NS,very low risk,Online
4141,T20,2024,26,M,100000,NS,very low risk,Online
4142,T20,2024,27,M,100000,NS,very low risk,Online
4143,T20,2024,28,M,100000,NS,very low risk,Online
4144,T20,2024,29,M,100000,NS,very low risk,Online
4145,T20,2024,30,M,100000,NS,very low risk,Online
4146,T20,2024,31,M,100000,NS,very low risk,Online
4147,T20,2024,32,M,100000,NS,very low risk,Online
4148,T20,2024,33,M,100000,NS,very low risk,Online
4149,T20,2024,34,M,100000,NS,very low risk,Online
4150,T20,2024,35,M,100000,NS,very low risk,Online
4151,T20,2024,36,M,100000,NS,very low risk,Online
4152,T20,2024,37,M,100000,NS,very low risk,Online
4153,T20,2024,38,M,100000,NS,very low risk,Online
4154,T20,2024,39,M,100000,NS,very low risk,Online
4155,T20,2024,40,M,100000,NS,very low risk,Online
4156,T20,2024,41,M,100000,NS,very low risk,Online
